"ComputerName","DateTime","CounterCategory","CounterName","Instance","Value"
"sfbkamehameha","2018-05-11 02:07:44","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","8186.8"
"sfbkamehameha","2018-05-11 02:07:44","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-11 02:07:45","processor(_total)","% processor time","_total","37.04"
"sfbkamehameha","2018-05-11 02:07:45","memory","available mbytes",,"922"
"sfbkamehameha","2018-05-11 02:07:45","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-11 02:07:45","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-11 02:07:45","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-11 02:07:45","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","13904.29"
"sfbkamehameha","2018-05-11 02:07:45","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-11 02:07:46","processor(_total)","% processor time","_total","30.34"
"sfbkamehameha","2018-05-11 02:07:46","memory","available mbytes",,"926"
"sfbkamehameha","2018-05-11 02:07:46","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-11 02:07:46","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-11 02:07:46","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-11 02:07:46","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","10292.05"
"sfbkamehameha","2018-05-11 02:07:46","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-11 02:07:47","processor(_total)","% processor time","_total","30.55"
"sfbkamehameha","2018-05-11 02:07:47","memory","available mbytes",,"920"
"sfbkamehameha","2018-05-11 02:07:47","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-11 02:07:47","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-11 02:07:47","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-11 02:07:47","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","9093.31"
"sfbkamehameha","2018-05-11 02:07:47","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-11 02:07:48","processor(_total)","% processor time","_total","24.39"
"sfbkamehameha","2018-05-11 02:07:48","memory","available mbytes",,"926"
"sfbkamehameha","2018-05-11 02:07:48","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-11 02:07:48","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-11 02:07:48","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-11 02:07:48","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","8582.15"
"sfbkamehameha","2018-05-11 02:07:48","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-11 02:07:49","processor(_total)","% processor time","_total","22.8"
"sfbkamehameha","2018-05-11 02:07:49","memory","available mbytes",,"926"
"sfbkamehameha","2018-05-11 02:07:49","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-11 02:07:49","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-11 02:07:49","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-11 02:07:49","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","12937.62"
"sfbkamehameha","2018-05-11 02:07:49","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-11 02:07:51","processor(_total)","% processor time","_total","22.88"
"sfbkamehameha","2018-05-11 02:07:51","memory","available mbytes",,"926"
"sfbkamehameha","2018-05-11 02:07:51","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-11 02:07:51","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-11 02:07:51","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-11 02:07:51","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","10218.15"
"sfbkamehameha","2018-05-11 02:07:51","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
