"computerName","datetime","CounterCategory","CounterName","Instance","Value"
"sfbkamehameha","2018-05-6 11:03:42","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:43","processor(_total)","% processor time","_total","77.27"
"sfbkamehameha","2018-05-6 11:03:43","memory","available mbytes",,"2467"
"sfbkamehameha","2018-05-6 11:03:43","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:43","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:43","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:43","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","45102.82"
"sfbkamehameha","2018-05-6 11:03:43","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:44","processor(_total)","% processor time","_total","82.9"
"sfbkamehameha","2018-05-6 11:03:44","memory","available mbytes",,"2295"
"sfbkamehameha","2018-05-6 11:03:44","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:44","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:44","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:44","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","43757.4"
"sfbkamehameha","2018-05-6 11:03:44","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:46","processor(_total)","% processor time","_total","78.18"
"sfbkamehameha","2018-05-6 11:03:46","memory","available mbytes",,"2287"
"sfbkamehameha","2018-05-6 11:03:46","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:46","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:46","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:46","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","91049.81"
"sfbkamehameha","2018-05-6 11:03:46","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:47","processor(_total)","% processor time","_total","60.32"
"sfbkamehameha","2018-05-6 11:03:47","memory","available mbytes",,"2308"
"sfbkamehameha","2018-05-6 11:03:47","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:03:47","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:47","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:03:47","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","54600.05"
"sfbkamehameha","2018-05-6 11:03:47","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:48","processor(_total)","% processor time","_total","95.34"
"sfbkamehameha","2018-05-6 11:03:48","memory","available mbytes",,"2349"
"sfbkamehameha","2018-05-6 11:03:48","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:48","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:48","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:48","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","98112.29"
"sfbkamehameha","2018-05-6 11:03:48","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:49","processor(_total)","% processor time","_total","39.34"
"sfbkamehameha","2018-05-6 11:03:49","memory","available mbytes",,"2320"
"sfbkamehameha","2018-05-6 11:03:49","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:49","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:49","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:49","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","23786.81"
"sfbkamehameha","2018-05-6 11:03:49","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:50","processor(_total)","% processor time","_total","17.61"
"sfbkamehameha","2018-05-6 11:03:50","memory","available mbytes",,"2331"
"sfbkamehameha","2018-05-6 11:03:50","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:03:50","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:50","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:03:50","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","306.06"
"sfbkamehameha","2018-05-6 11:03:50","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:51","processor(_total)","% processor time","_total","12.62"
"sfbkamehameha","2018-05-6 11:03:51","memory","available mbytes",,"2339"
"sfbkamehameha","2018-05-6 11:03:51","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:03:51","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:51","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:03:51","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.27"
"sfbkamehameha","2018-05-6 11:03:51","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:52","processor(_total)","% processor time","_total","52.05"
"sfbkamehameha","2018-05-6 11:03:52","memory","available mbytes",,"2402"
"sfbkamehameha","2018-05-6 11:03:52","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:03:52","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:52","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:03:52","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","352.3"
"sfbkamehameha","2018-05-6 11:03:52","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:53","processor(_total)","% processor time","_total","20.56"
"sfbkamehameha","2018-05-6 11:03:53","memory","available mbytes",,"2472"
"sfbkamehameha","2018-05-6 11:03:53","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:03:53","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:53","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:03:53","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","299.64"
"sfbkamehameha","2018-05-6 11:03:53","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:54","processor(_total)","% processor time","_total","2.2"
"sfbkamehameha","2018-05-6 11:03:54","memory","available mbytes",,"2472"
"sfbkamehameha","2018-05-6 11:03:54","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:03:54","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:54","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:03:54","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","347.15"
"sfbkamehameha","2018-05-6 11:03:54","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:55","processor(_total)","% processor time","_total","46.43"
"sfbkamehameha","2018-05-6 11:03:55","memory","available mbytes",,"2595"
"sfbkamehameha","2018-05-6 11:03:55","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:55","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:55","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:55","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","13128.98"
"sfbkamehameha","2018-05-6 11:03:55","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:56","processor(_total)","% processor time","_total","37.22"
"sfbkamehameha","2018-05-6 11:03:56","memory","available mbytes",,"2783"
"sfbkamehameha","2018-05-6 11:03:56","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:03:56","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:56","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:03:56","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","846.25"
"sfbkamehameha","2018-05-6 11:03:56","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:57","processor(_total)","% processor time","_total","35.18"
"sfbkamehameha","2018-05-6 11:03:57","memory","available mbytes",,"2769"
"sfbkamehameha","2018-05-6 11:03:57","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:03:57","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:57","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:03:57","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","359.39"
"sfbkamehameha","2018-05-6 11:03:57","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:58","processor(_total)","% processor time","_total","41.52"
"sfbkamehameha","2018-05-6 11:03:58","memory","available mbytes",,"2618"
"sfbkamehameha","2018-05-6 11:03:58","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:03:58","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:58","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:03:58","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.37"
"sfbkamehameha","2018-05-6 11:03:58","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:03:59","processor(_total)","% processor time","_total","51.2"
"sfbkamehameha","2018-05-6 11:03:59","memory","available mbytes",,"2404"
"sfbkamehameha","2018-05-6 11:03:59","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:03:59","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:03:59","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:03:59","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","297.73"
"sfbkamehameha","2018-05-6 11:03:59","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:00","processor(_total)","% processor time","_total","4.93"
"sfbkamehameha","2018-05-6 11:04:00","memory","available mbytes",,"2405"
"sfbkamehameha","2018-05-6 11:04:00","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:00","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:00","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:00","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","301.39"
"sfbkamehameha","2018-05-6 11:04:00","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:02","processor(_total)","% processor time","_total","14.3"
"sfbkamehameha","2018-05-6 11:04:02","memory","available mbytes",,"2405"
"sfbkamehameha","2018-05-6 11:04:02","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:02","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:02","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:02","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","20139.23"
"sfbkamehameha","2018-05-6 11:04:02","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:03","processor(_total)","% processor time","_total","7.43"
"sfbkamehameha","2018-05-6 11:04:03","memory","available mbytes",,"2405"
"sfbkamehameha","2018-05-6 11:04:03","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:03","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:03","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:03","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","307.37"
"sfbkamehameha","2018-05-6 11:04:03","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:04","processor(_total)","% processor time","_total","11.9"
"sfbkamehameha","2018-05-6 11:04:04","memory","available mbytes",,"2405"
"sfbkamehameha","2018-05-6 11:04:04","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:04","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:04","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:04","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","302.13"
"sfbkamehameha","2018-05-6 11:04:04","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:05","processor(_total)","% processor time","_total","14.53"
"sfbkamehameha","2018-05-6 11:04:05","memory","available mbytes",,"2417"
"sfbkamehameha","2018-05-6 11:04:05","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:05","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:05","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:05","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","307.76"
"sfbkamehameha","2018-05-6 11:04:05","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:06","processor(_total)","% processor time","_total","66.91"
"sfbkamehameha","2018-05-6 11:04:06","memory","available mbytes",,"2407"
"sfbkamehameha","2018-05-6 11:04:06","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:06","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:06","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:06","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","733.78"
"sfbkamehameha","2018-05-6 11:04:06","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:07","processor(_total)","% processor time","_total","73.81"
"sfbkamehameha","2018-05-6 11:04:07","memory","available mbytes",,"2432"
"sfbkamehameha","2018-05-6 11:04:07","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:07","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:07","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:07","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","7280.25"
"sfbkamehameha","2018-05-6 11:04:07","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:08","processor(_total)","% processor time","_total","8.76"
"sfbkamehameha","2018-05-6 11:04:08","memory","available mbytes",,"2432"
"sfbkamehameha","2018-05-6 11:04:08","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:08","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:08","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:08","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","411.28"
"sfbkamehameha","2018-05-6 11:04:08","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:09","processor(_total)","% processor time","_total","9.82"
"sfbkamehameha","2018-05-6 11:04:09","memory","available mbytes",,"2431"
"sfbkamehameha","2018-05-6 11:04:09","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:09","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:09","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:09","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","354.5"
"sfbkamehameha","2018-05-6 11:04:09","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:10","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:10","memory","available mbytes",,"2431"
"sfbkamehameha","2018-05-6 11:04:10","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:10","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:10","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:10","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","303.02"
"sfbkamehameha","2018-05-6 11:04:10","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:11","processor(_total)","% processor time","_total","2.13"
"sfbkamehameha","2018-05-6 11:04:11","memory","available mbytes",,"2432"
"sfbkamehameha","2018-05-6 11:04:11","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:11","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:11","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:11","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","8128.93"
"sfbkamehameha","2018-05-6 11:04:11","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:12","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:12","memory","available mbytes",,"2434"
"sfbkamehameha","2018-05-6 11:04:12","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:12","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:12","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:12","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","302.2"
"sfbkamehameha","2018-05-6 11:04:12","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:13","processor(_total)","% processor time","_total","0"
"sfbkamehameha","2018-05-6 11:04:13","memory","available mbytes",,"2434"
"sfbkamehameha","2018-05-6 11:04:13","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:13","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:13","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:13","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","303.91"
"sfbkamehameha","2018-05-6 11:04:13","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:14","processor(_total)","% processor time","_total","0.64"
"sfbkamehameha","2018-05-6 11:04:14","memory","available mbytes",,"2435"
"sfbkamehameha","2018-05-6 11:04:14","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:14","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:14","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:14","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","303.48"
"sfbkamehameha","2018-05-6 11:04:14","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:15","processor(_total)","% processor time","_total","15.38"
"sfbkamehameha","2018-05-6 11:04:15","memory","available mbytes",,"2456"
"sfbkamehameha","2018-05-6 11:04:15","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:15","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:15","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:15","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","303.95"
"sfbkamehameha","2018-05-6 11:04:15","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:16","processor(_total)","% processor time","_total","8.01"
"sfbkamehameha","2018-05-6 11:04:16","memory","available mbytes",,"2456"
"sfbkamehameha","2018-05-6 11:04:16","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.02"
"sfbkamehameha","2018-05-6 11:04:16","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:16","physicaldisk(_total)","avg. disk sec/transfer","_total","0.02"
"sfbkamehameha","2018-05-6 11:04:16","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","302.48"
"sfbkamehameha","2018-05-6 11:04:16","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:17","processor(_total)","% processor time","_total","9.29"
"sfbkamehameha","2018-05-6 11:04:17","memory","available mbytes",,"2463"
"sfbkamehameha","2018-05-6 11:04:17","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"sfbkamehameha","2018-05-6 11:04:17","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:17","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"sfbkamehameha","2018-05-6 11:04:17","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","304.03"
"sfbkamehameha","2018-05-6 11:04:17","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:18","processor(_total)","% processor time","_total","12.9"
"sfbkamehameha","2018-05-6 11:04:18","memory","available mbytes",,"2478"
"sfbkamehameha","2018-05-6 11:04:18","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:18","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:18","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:18","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","307.7"
"sfbkamehameha","2018-05-6 11:04:18","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:20","processor(_total)","% processor time","_total","18.48"
"sfbkamehameha","2018-05-6 11:04:20","memory","available mbytes",,"2479"
"sfbkamehameha","2018-05-6 11:04:20","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.01"
"sfbkamehameha","2018-05-6 11:04:20","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:20","physicaldisk(_total)","avg. disk sec/transfer","_total","0.01"
"sfbkamehameha","2018-05-6 11:04:20","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","306.46"
"sfbkamehameha","2018-05-6 11:04:20","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:21","processor(_total)","% processor time","_total","1.75"
"sfbkamehameha","2018-05-6 11:04:21","memory","available mbytes",,"2479"
"sfbkamehameha","2018-05-6 11:04:21","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.03"
"sfbkamehameha","2018-05-6 11:04:21","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:21","physicaldisk(_total)","avg. disk sec/transfer","_total","0.03"
"sfbkamehameha","2018-05-6 11:04:21","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","361.83"
"sfbkamehameha","2018-05-6 11:04:21","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
"sfbkamehameha","2018-05-6 11:04:22","processor(_total)","% processor time","_total","0.59"
"sfbkamehameha","2018-05-6 11:04:22","memory","available mbytes",,"2479"
"sfbkamehameha","2018-05-6 11:04:22","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0.04"
"sfbkamehameha","2018-05-6 11:04:22","physicaldisk(1 d:)","avg. disk sec/transfer","1 d:","0"
"sfbkamehameha","2018-05-6 11:04:22","physicaldisk(_total)","avg. disk sec/transfer","_total","0.04"
"sfbkamehameha","2018-05-6 11:04:22","network interface(marvell avastar wireless-ac network controller)","bytes total/sec","marvell avastar wireless-ac network controller","360.94"
"sfbkamehameha","2018-05-6 11:04:22","network interface(local area connection* 11)","bytes total/sec","local area connection* 11","0"
