"ComputerName","DateTime","CounterCategory","CounterName","Instance","Value"
"e2016site1","2018-05-6 03:42:50","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site1","2018-05-6 03:42:50","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site1","2018-05-6 03:42:50","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site1","2018-05-6 03:42:50","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site2","2018-05-6 03:42:50","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site2","2018-05-6 03:42:50","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site2","2018-05-6 03:42:50","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site2","2018-05-6 03:42:50","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site2","2018-05-6 03:42:50","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site2","2018-05-6 03:42:50","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site1","2018-05-6 03:42:50","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","43917.5"
"e2016site1","2018-05-6 03:42:50","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site1","2018-05-6 03:42:50","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0"
"e2016site2","2018-05-6 03:42:50","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","98151.71"
"e2016site2","2018-05-6 03:42:50","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site2","2018-05-6 03:42:50","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0"
"e2016site1","2018-05-6 03:42:51","processor(_total)","% processor time","_total","1.54"
"e2016site2","2018-05-6 03:42:51","processor(_total)","% processor time","_total","3.85"
"e2016site1","2018-05-6 03:42:51","msexchange rpcclientaccess","rpc averaged latency",,"16"
"e2016site2","2018-05-6 03:42:51","msexchange rpcclientaccess","rpc averaged latency",,"24"
"e2016site1","2018-05-6 03:42:51","msexchangeis store(arbmonitdiscadmin)","rpc average latency","arbmonitdiscadmin","0"
"e2016site1","2018-05-6 03:42:51","msexchangeis store(mailbox database 2088168334)","rpc average latency","mailbox database 2088168334","0.25"
"e2016site1","2018-05-6 03:42:51","msexchangeis store(_total)","rpc average latency","_total","0.25"
"e2016site2","2018-05-6 03:42:51","msexchangeis store(dag1-db4)","rpc average latency","dag1-db4","0"
"e2016site2","2018-05-6 03:42:51","msexchangeis store(dag1-db2)","rpc average latency","dag1-db2","0"
"e2016site2","2018-05-6 03:42:51","msexchangeis store(systemmailboxes)","rpc average latency","systemmailboxes","0"
"e2016site2","2018-05-6 03:42:51","msexchangeis store(dag1-db1)","rpc average latency","dag1-db1","0"
"e2016site2","2018-05-6 03:42:51","msexchangeis store(_total)","rpc average latency","_total","0"
"e2016site1","2018-05-6 03:42:51","msexchange rpcclientaccess","rpc requests",,"0"
"e2016site2","2018-05-6 03:42:51","msexchange rpcclientaccess","rpc requests",,"0"
"e2016site1","2018-05-6 03:42:51","memory","available mbytes",,"1347"
"e2016site2","2018-05-6 03:42:51","memory","available mbytes",,"1112"
"e2016site1","2018-05-6 03:42:51","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site1","2018-05-6 03:42:51","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site1","2018-05-6 03:42:51","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site1","2018-05-6 03:42:51","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site1","2018-05-6 03:42:51","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site1","2018-05-6 03:42:51","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site2","2018-05-6 03:42:51","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site2","2018-05-6 03:42:51","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site2","2018-05-6 03:42:51","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site2","2018-05-6 03:42:51","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site2","2018-05-6 03:42:51","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site2","2018-05-6 03:42:51","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site1","2018-05-6 03:42:51","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","101340.99"
"e2016site1","2018-05-6 03:42:51","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site1","2018-05-6 03:42:51","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0"
"e2016site2","2018-05-6 03:42:51","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","74845.77"
"e2016site2","2018-05-6 03:42:51","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site2","2018-05-6 03:42:51","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0"
"e2016site1","2018-05-6 03:42:52","processor(_total)","% processor time","_total","0"
"e2016site2","2018-05-6 03:42:52","processor(_total)","% processor time","_total","0.39"
"e2016site1","2018-05-6 03:42:52","msexchange rpcclientaccess","rpc averaged latency",,"16"
"e2016site2","2018-05-6 03:42:52","msexchange rpcclientaccess","rpc averaged latency",,"24"
"e2016site1","2018-05-6 03:42:52","msexchangeis store(arbmonitdiscadmin)","rpc average latency","arbmonitdiscadmin","0"
"e2016site1","2018-05-6 03:42:52","msexchangeis store(mailbox database 2088168334)","rpc average latency","mailbox database 2088168334","0"
"e2016site1","2018-05-6 03:42:52","msexchangeis store(_total)","rpc average latency","_total","0"
"e2016site2","2018-05-6 03:42:52","msexchangeis store(dag1-db4)","rpc average latency","dag1-db4","0"
"e2016site2","2018-05-6 03:42:52","msexchangeis store(dag1-db2)","rpc average latency","dag1-db2","0"
"e2016site2","2018-05-6 03:42:52","msexchangeis store(systemmailboxes)","rpc average latency","systemmailboxes","0.15"
"e2016site2","2018-05-6 03:42:52","msexchangeis store(dag1-db1)","rpc average latency","dag1-db1","0"
"e2016site2","2018-05-6 03:42:52","msexchangeis store(_total)","rpc average latency","_total","0.15"
"e2016site1","2018-05-6 03:42:52","msexchange rpcclientaccess","rpc requests",,"0"
"e2016site2","2018-05-6 03:42:52","msexchange rpcclientaccess","rpc requests",,"0"
"e2016site1","2018-05-6 03:42:52","memory","available mbytes",,"1347"
"e2016site2","2018-05-6 03:42:52","memory","available mbytes",,"1112"
"e2016site1","2018-05-6 03:42:52","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site1","2018-05-6 03:42:52","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site1","2018-05-6 03:42:52","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site1","2018-05-6 03:42:52","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site1","2018-05-6 03:42:52","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site1","2018-05-6 03:42:52","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site2","2018-05-6 03:42:52","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site2","2018-05-6 03:42:52","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site2","2018-05-6 03:42:52","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site2","2018-05-6 03:42:52","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site2","2018-05-6 03:42:52","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site2","2018-05-6 03:42:52","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site1","2018-05-6 03:42:52","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","43476.53"
"e2016site1","2018-05-6 03:42:52","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site1","2018-05-6 03:42:52","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0"
"e2016site2","2018-05-6 03:42:52","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","42071.08"
"e2016site2","2018-05-6 03:42:52","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site2","2018-05-6 03:42:52","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0"
"e2016site1","2018-05-6 03:42:53","processor(_total)","% processor time","_total","3.79"
"e2016site2","2018-05-6 03:42:53","processor(_total)","% processor time","_total","1.52"
"e2016site1","2018-05-6 03:42:53","msexchange rpcclientaccess","rpc averaged latency",,"16"
"e2016site2","2018-05-6 03:42:53","msexchange rpcclientaccess","rpc averaged latency",,"24"
"e2016site1","2018-05-6 03:42:53","msexchangeis store(arbmonitdiscadmin)","rpc average latency","arbmonitdiscadmin","0.29"
"e2016site1","2018-05-6 03:42:53","msexchangeis store(mailbox database 2088168334)","rpc average latency","mailbox database 2088168334","0"
"e2016site1","2018-05-6 03:42:53","msexchangeis store(_total)","rpc average latency","_total","0.29"
"e2016site2","2018-05-6 03:42:53","msexchangeis store(dag1-db4)","rpc average latency","dag1-db4","0"
"e2016site2","2018-05-6 03:42:53","msexchangeis store(dag1-db2)","rpc average latency","dag1-db2","0"
"e2016site2","2018-05-6 03:42:53","msexchangeis store(systemmailboxes)","rpc average latency","systemmailboxes","0"
"e2016site2","2018-05-6 03:42:53","msexchangeis store(dag1-db1)","rpc average latency","dag1-db1","0"
"e2016site2","2018-05-6 03:42:53","msexchangeis store(_total)","rpc average latency","_total","0"
"e2016site1","2018-05-6 03:42:53","msexchange rpcclientaccess","rpc requests",,"0"
"e2016site2","2018-05-6 03:42:53","msexchange rpcclientaccess","rpc requests",,"0"
"e2016site1","2018-05-6 03:42:53","memory","available mbytes",,"1345"
"e2016site2","2018-05-6 03:42:53","memory","available mbytes",,"1109"
"e2016site1","2018-05-6 03:42:53","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site1","2018-05-6 03:42:53","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site1","2018-05-6 03:42:53","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site1","2018-05-6 03:42:53","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site1","2018-05-6 03:42:53","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site1","2018-05-6 03:42:53","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site2","2018-05-6 03:42:53","physicaldisk(1)","avg. disk sec/transfer","1","0"
"e2016site2","2018-05-6 03:42:53","physicaldisk(2)","avg. disk sec/transfer","2","0"
"e2016site2","2018-05-6 03:42:53","physicaldisk(3)","avg. disk sec/transfer","3","0"
"e2016site2","2018-05-6 03:42:53","physicaldisk(4)","avg. disk sec/transfer","4","0"
"e2016site2","2018-05-6 03:42:53","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0"
"e2016site2","2018-05-6 03:42:53","physicaldisk(_total)","avg. disk sec/transfer","_total","0"
"e2016site1","2018-05-6 03:42:53","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","101373.97"
"e2016site1","2018-05-6 03:42:53","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site1","2018-05-6 03:42:53","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0"
"e2016site2","2018-05-6 03:42:53","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","41875.89"
"e2016site2","2018-05-6 03:42:53","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0"
"e2016site2","2018-05-6 03:42:53","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0"
"e2016site1","2018-05-6 03:42:55","processor(_total)","% processor time","_total","0.38"
"e2016site2","2018-05-6 03:42:55","processor(_total)","% processor time","_total","0"
"e2016site1","2018-05-6 03:42:55","msexchange rpcclientaccess","rpc averaged latency",,"16"
"e2016site2","2018-05-6 03:42:55","msexchange rpcclientaccess","rpc averaged latency",,"24"
"e2016site1","2018-05-6 03:42:55","msexchangeis store(arbmonitdiscadmin)","rpc average latency","arbmonitdiscadmin","0"
"e2016site1","2018-05-6 03:42:55","msexchangeis store(mailbox database 2088168334)","rpc average latency","mailbox database 2088168334","0"
"e2016site1","2018-05-6 03:42:55","msexchangeis store(_total)","rpc average latency","_total","0"
"e2016site2","2018-05-6 03:42:55","msexchangeis store(dag1-db4)","rpc average latency","dag1-db4","0"
"e2016site2","2018-05-6 03:42:55","msexchangeis store(dag1-db2)","rpc average latency","dag1-db2","0"
